,Unnamed: 0,source,source_desc,source_id,target,target_desc,target_id,weight
69,70,BRMS1L,ENSP00000216807,84312,lymphoblastic leukemia,DOID:1037,-666.0,1
70,71,C12ORF5,ENSP00000179259,57103,lymphoblastic leukemia,DOID:1037,-666.0,1
71,72,CDKN2A,ENSP00000355153,1029,lymphoblastic leukemia,DOID:1037,-666.0,1
72,73,CEBPE,ENSP00000206513,1053,lymphoblastic leukemia,DOID:1037,-666.0,1
73,74,CENPF,ENSP00000355922,1063,lymphoblastic leukemia,DOID:1037,-666.0,1
74,75,CFHR2,ENSP00000356385,3080,lymphoblastic leukemia,DOID:1037,-666.0,1
75,76,CPEB1,ENSP00000414187,64506,lymphoblastic leukemia,DOID:1037,-666.0,1
76,77,CYLC2,ENSP00000340826,1539,lymphoblastic leukemia,DOID:1037,-666.0,1
77,78,FKRP,ENSP00000326570,79147,lymphoblastic leukemia,DOID:1037,-666.0,1
78,79,GCSAML,ENSP00000355444,148823,lymphoblastic leukemia,DOID:1037,-666.0,1
79,80,INTS10,ENSP00000381064,55174,lymphoblastic leukemia,DOID:1037,-666.0,1
80,81,IRF8,ENSP00000268638,3394,lymphoblastic leukemia,DOID:1037,-666.0,1
81,82,MAP1LC3B2,ENSP00000305059,643246,lymphoblastic leukemia,DOID:1037,-666.0,1
82,83,METTL4,ENSP00000320349,64863,lymphoblastic leukemia,DOID:1037,-666.0,1
83,84,MMADHC,ENSP00000301920,27249,lymphoblastic leukemia,DOID:1037,-666.0,1
84,85,MYRIP,ENSP00000301972,25924,lymphoblastic leukemia,DOID:1037,-666.0,1
85,86,NPFFR1,ENSP00000277942,64106,lymphoblastic leukemia,DOID:1037,-666.0,1
86,87,OR5R1,ENSP00000308595,219479,lymphoblastic leukemia,DOID:1037,-666.0,1
87,88,PPP2R5E,ENSP00000337641,5529,lymphoblastic leukemia,DOID:1037,-666.0,1
88,89,PPP4R4,ENSP00000305924,57718,lymphoblastic leukemia,DOID:1037,-666.0,1
89,90,PYGL,ENSP00000216392,5836,lymphoblastic leukemia,DOID:1037,-666.0,1
90,91,SKA1,ENSP00000285116,220134,lymphoblastic leukemia,DOID:1037,-666.0,1
91,92,TBXAS1,ENSP00000263552,6916,lymphoblastic leukemia,DOID:1037,-666.0,1
92,93,ST6GALNAC3,ENSP00000329214,256435,lymphoblastic leukemia,DOID:1037,-666.0,1
93,94,KCNE4,ENSP00000281830,23704,lymphoblastic leukemia,DOID:1037,-666.0,1
94,95,DDC,ENSP00000350616,1644,lymphoblastic leukemia,DOID:1037,-666.0,1
95,96,DKK1,ENSP00000363081,22943,lymphoblastic leukemia,DOID:1037,-666.0,1
96,97,RYR2,ENSP00000355533,6262,lymphoblastic leukemia,DOID:1037,-666.0,1
97,98,IRF4,ENSP00000370343,3662,lymphoblastic leukemia,DOID:1037,-666.0,1
98,99,PRKD2,ENSP00000291281,25865,lymphoblastic leukemia,DOID:1037,-666.0,1
99,100,PDE4B,ENSP00000332116,5142,lymphoblastic leukemia,DOID:1037,-666.0,1
100,101,SLCO3A1,ENSP00000320634,28232,lymphoblastic leukemia,DOID:1037,-666.0,1
101,102,MTAP,ENSP00000369519,4507,lymphoblastic leukemia,DOID:1037,-666.0,1
102,103,RIT2,ENSP00000321805,6014,leukemia,DOID:1240,-666.0,1
103,104,DISC1,ENSP00000355596,27185,leukemia,DOID:1240,-666.0,1
104,105,ZNF221,ENSP00000262894,7638,leukemia,DOID:1240,-666.0,1
105,106,MAGI2,ENSP00000346151,9863,leukemia,DOID:1240,-666.0,1
106,107,PARD3,ENSP00000363921,56288,leukemia,DOID:1240,-666.0,1
107,108,IKZF1,ENSP00000331614,10320,leukemia,DOID:1240,-666.0,1
108,109,SP140,ENSP00000375899,11262,leukemia,DOID:1240,-666.0,1
109,110,MAML2,ENSP00000412394,84441,leukemia,DOID:1240,-666.0,1
110,111,WSB1,ENSP00000262394,26118,leukemia,DOID:1240,-666.0,1
111,112,PPARGC1A,ENSP00000264867,10891,leukemia,DOID:1240,-666.0,1
112,113,ELMO1,ENSP00000312185,9844,leukemia,DOID:1240,-666.0,1
113,114,SPATS2L,ENSP00000351503,26010,leukemia,DOID:1240,-666.0,1
114,115,WDR11,ENSP00000263461,55717,leukemia,DOID:1240,-666.0,1
115,116,PTPRJ,ENSP00000400010,5795,leukemia,DOID:1240,-666.0,1
116,117,RPLP1,ENSP00000346037,6176,leukemia,DOID:1240,-666.0,1
117,118,CCDC170,ENSP00000239374,80129,leukemia,DOID:1240,-666.0,1
118,119,ARID5B,ENSP00000279873,84159,leukemia,DOID:1240,-666.0,1
119,120,KCNMB2,ENSP00000351068,10242,leukemia,DOID:1240,-666.0,1
120,121,HLA-DRB1,ENSP00000382599,3123,leukemia,DOID:1240,-666.0,1
121,122,HLA-DQA1,ENSP00000409127,3117,leukemia,DOID:1240,-666.0,1
122,123,TP63,ENSP00000264731,8626,leukemia,DOID:1240,-666.0,1
123,124,ACOXL,ENSP00000407761,55289,leukemia,DOID:1240,-666.0,1
124,125,BAK1,ENSP00000363591,578,leukemia,DOID:1240,-666.0,1
125,126,FARP2,ENSP00000264042,9855,leukemia,DOID:1240,-666.0,1
126,127,BRMS1L,ENSP00000216807,84312,leukemia,DOID:1240,-666.0,1
127,128,C12ORF5,ENSP00000179259,57103,leukemia,DOID:1240,-666.0,1
128,129,CDKN2A,ENSP00000355153,1029,leukemia,DOID:1240,-666.0,1
129,130,CEBPE,ENSP00000206513,1053,leukemia,DOID:1240,-666.0,1
130,131,CENPF,ENSP00000355922,1063,leukemia,DOID:1240,-666.0,1
131,132,CFHR2,ENSP00000356385,3080,leukemia,DOID:1240,-666.0,1
132,133,CPEB1,ENSP00000414187,64506,leukemia,DOID:1240,-666.0,1
133,134,CYLC2,ENSP00000340826,1539,leukemia,DOID:1240,-666.0,1
134,135,FKRP,ENSP00000326570,79147,leukemia,DOID:1240,-666.0,1
135,136,GCSAML,ENSP00000355444,148823,leukemia,DOID:1240,-666.0,1
136,137,INTS10,ENSP00000381064,55174,leukemia,DOID:1240,-666.0,1
137,138,IRF8,ENSP00000268638,3394,leukemia,DOID:1240,-666.0,1
138,139,MAP1LC3B2,ENSP00000305059,643246,leukemia,DOID:1240,-666.0,1
139,140,METTL4,ENSP00000320349,64863,leukemia,DOID:1240,-666.0,1
140,141,MMADHC,ENSP00000301920,27249,leukemia,DOID:1240,-666.0,1
141,142,MYRIP,ENSP00000301972,25924,leukemia,DOID:1240,-666.0,1
142,143,NPFFR1,ENSP00000277942,64106,leukemia,DOID:1240,-666.0,1
143,144,OR5R1,ENSP00000308595,219479,leukemia,DOID:1240,-666.0,1
144,145,PPP2R5E,ENSP00000337641,5529,leukemia,DOID:1240,-666.0,1
145,146,PPP4R4,ENSP00000305924,57718,leukemia,DOID:1240,-666.0,1
146,147,PYGL,ENSP00000216392,5836,leukemia,DOID:1240,-666.0,1
147,148,SKA1,ENSP00000285116,220134,leukemia,DOID:1240,-666.0,1
148,149,TBXAS1,ENSP00000263552,6916,leukemia,DOID:1240,-666.0,1
149,150,ST6GALNAC3,ENSP00000329214,256435,leukemia,DOID:1240,-666.0,1
150,151,KCNE4,ENSP00000281830,23704,leukemia,DOID:1240,-666.0,1
151,152,GATA3,ENSP00000368632,2625,leukemia,DOID:1240,-666.0,1
152,153,IL15,ENSP00000296545,3600,leukemia,DOID:1240,-666.0,1
153,154,LMBRD2,ENSP00000296603,92255,leukemia,DOID:1240,-666.0,1
154,155,NCOA3,ENSP00000361066,8202,leukemia,DOID:1240,-666.0,1
155,156,NOX3,ENSP00000159060,50508,leukemia,DOID:1240,-666.0,1
156,157,PRMT3,ENSP00000331879,10196,leukemia,DOID:1240,-666.0,1
157,158,ST8SIA6,ENSP00000366827,338596,leukemia,DOID:1240,-666.0,1
158,159,DDC,ENSP00000350616,1644,leukemia,DOID:1240,-666.0,1
159,160,DKK1,ENSP00000363081,22943,leukemia,DOID:1240,-666.0,1
160,161,RYR2,ENSP00000355533,6262,leukemia,DOID:1240,-666.0,1
161,162,IRF4,ENSP00000370343,3662,leukemia,DOID:1240,-666.0,1
162,163,DGKB,ENSP00000382260,1607,leukemia,DOID:1240,-666.0,1
163,164,PRKD2,ENSP00000291281,25865,leukemia,DOID:1240,-666.0,1
164,165,PDE4B,ENSP00000332116,5142,leukemia,DOID:1240,-666.0,1
165,166,SLCO3A1,ENSP00000320634,28232,leukemia,DOID:1240,-666.0,1
166,167,MTAP,ENSP00000369519,4507,leukemia,DOID:1240,-666.0,1
167,168,RIT2,ENSP00000321805,6014,hematologic cancer,DOID:2531,-666.0,1
168,169,DISC1,ENSP00000355596,27185,hematologic cancer,DOID:2531,-666.0,1
169,170,ZNF221,ENSP00000262894,7638,hematologic cancer,DOID:2531,-666.0,1
170,171,MAGI2,ENSP00000346151,9863,hematologic cancer,DOID:2531,-666.0,1
171,172,PARD3,ENSP00000363921,56288,hematologic cancer,DOID:2531,-666.0,1
172,173,DNAH11,ENSP00000387188,8701,hematologic cancer,DOID:2531,-666.0,1
173,174,IKZF1,ENSP00000331614,10320,hematologic cancer,DOID:2531,-666.0,1
174,175,SP140,ENSP00000375899,11262,hematologic cancer,DOID:2531,-666.0,1
175,176,MAML2,ENSP00000412394,84441,hematologic cancer,DOID:2531,-666.0,1
176,177,JAK2,ENSP00000371067,3717,hematologic cancer,DOID:2531,-666.0,1
177,178,WSB1,ENSP00000262394,26118,hematologic cancer,DOID:2531,-666.0,1
178,179,PPARGC1A,ENSP00000264867,10891,hematologic cancer,DOID:2531,-666.0,1
179,180,ELMO1,ENSP00000312185,9844,hematologic cancer,DOID:2531,-666.0,1
180,181,SPATS2L,ENSP00000351503,26010,hematologic cancer,DOID:2531,-666.0,1
181,182,WDR11,ENSP00000263461,55717,hematologic cancer,DOID:2531,-666.0,1
182,183,IL13,ENSP00000304915,3596,hematologic cancer,DOID:2531,-666.0,1
183,184,PAPOLG,ENSP00000238714,64895,hematologic cancer,DOID:2531,-666.0,1
184,185,PTPRJ,ENSP00000400010,5795,hematologic cancer,DOID:2531,-666.0,1
185,186,RPLP1,ENSP00000346037,6176,hematologic cancer,DOID:2531,-666.0,1
186,187,CCDC170,ENSP00000239374,80129,hematologic cancer,DOID:2531,-666.0,1
187,188,ARID5B,ENSP00000279873,84159,hematologic cancer,DOID:2531,-666.0,1
188,189,KCNMB2,ENSP00000351068,10242,hematologic cancer,DOID:2531,-666.0,1
189,190,CAST,ENSP00000379158,831,hematologic cancer,DOID:2531,-666.0,1
190,191,ERAP1,ENSP00000296754,51752,hematologic cancer,DOID:2531,-666.0,1
191,192,BACH2,ENSP00000257749,60468,hematologic cancer,DOID:2531,-666.0,1
192,193,HLA-DRB1,ENSP00000382599,3123,hematologic cancer,DOID:2531,-666.0,1
193,194,PRRT1,ENSP00000211413,80863,hematologic cancer,DOID:2531,-666.0,1
194,195,HLA-DQA1,ENSP00000409127,3117,hematologic cancer,DOID:2531,-666.0,1
195,196,HLA-DQA2,ENSP00000391434,3118,hematologic cancer,DOID:2531,-666.0,1
196,197,C6ORF15,ENSP00000399436,29113,hematologic cancer,DOID:2531,-666.0,1
197,198,MICB,ENSP00000407561,4277,hematologic cancer,DOID:2531,-666.0,1
198,199,TP63,ENSP00000264731,8626,hematologic cancer,DOID:2531,-666.0,1
199,200,ACOXL,ENSP00000407761,55289,hematologic cancer,DOID:2531,-666.0,1
200,201,BAK1,ENSP00000363591,578,hematologic cancer,DOID:2531,-666.0,1
201,202,FARP2,ENSP00000264042,9855,hematologic cancer,DOID:2531,-666.0,1
202,203,BRMS1L,ENSP00000216807,84312,hematologic cancer,DOID:2531,-666.0,1
203,204,C12ORF5,ENSP00000179259,57103,hematologic cancer,DOID:2531,-666.0,1
204,205,CDKN2A,ENSP00000355153,1029,hematologic cancer,DOID:2531,-666.0,1
205,206,CEBPE,ENSP00000206513,1053,hematologic cancer,DOID:2531,-666.0,1
206,207,CENPF,ENSP00000355922,1063,hematologic cancer,DOID:2531,-666.0,1
207,208,CFHR2,ENSP00000356385,3080,hematologic cancer,DOID:2531,-666.0,1
208,209,CPEB1,ENSP00000414187,64506,hematologic cancer,DOID:2531,-666.0,1
209,210,CYLC2,ENSP00000340826,1539,hematologic cancer,DOID:2531,-666.0,1
210,211,FKRP,ENSP00000326570,79147,hematologic cancer,DOID:2531,-666.0,1
211,212,GCSAML,ENSP00000355444,148823,hematologic cancer,DOID:2531,-666.0,1
212,213,INTS10,ENSP00000381064,55174,hematologic cancer,DOID:2531,-666.0,1
213,214,IRF8,ENSP00000268638,3394,hematologic cancer,DOID:2531,-666.0,1
214,215,MAP1LC3B2,ENSP00000305059,643246,hematologic cancer,DOID:2531,-666.0,1
215,216,METTL4,ENSP00000320349,64863,hematologic cancer,DOID:2531,-666.0,1
216,217,MMADHC,ENSP00000301920,27249,hematologic cancer,DOID:2531,-666.0,1
217,218,MYRIP,ENSP00000301972,25924,hematologic cancer,DOID:2531,-666.0,1
218,219,NPFFR1,ENSP00000277942,64106,hematologic cancer,DOID:2531,-666.0,1
219,220,OR5R1,ENSP00000308595,219479,hematologic cancer,DOID:2531,-666.0,1
220,221,PPP2R5E,ENSP00000337641,5529,hematologic cancer,DOID:2531,-666.0,1
221,222,PPP4R4,ENSP00000305924,57718,hematologic cancer,DOID:2531,-666.0,1
222,223,PYGL,ENSP00000216392,5836,hematologic cancer,DOID:2531,-666.0,1
223,224,SKA1,ENSP00000285116,220134,hematologic cancer,DOID:2531,-666.0,1
224,225,TBXAS1,ENSP00000263552,6916,hematologic cancer,DOID:2531,-666.0,1
225,226,ST6GALNAC3,ENSP00000329214,256435,hematologic cancer,DOID:2531,-666.0,1
226,227,KCNE4,ENSP00000281830,23704,hematologic cancer,DOID:2531,-666.0,1
227,228,GATA3,ENSP00000368632,2625,hematologic cancer,DOID:2531,-666.0,1
228,229,IL15,ENSP00000296545,3600,hematologic cancer,DOID:2531,-666.0,1
229,230,LMBRD2,ENSP00000296603,92255,hematologic cancer,DOID:2531,-666.0,1
230,231,NCOA3,ENSP00000361066,8202,hematologic cancer,DOID:2531,-666.0,1
231,232,NOX3,ENSP00000159060,50508,hematologic cancer,DOID:2531,-666.0,1
232,233,PRMT3,ENSP00000331879,10196,hematologic cancer,DOID:2531,-666.0,1
233,234,ST8SIA6,ENSP00000366827,338596,hematologic cancer,DOID:2531,-666.0,1
234,235,DDC,ENSP00000350616,1644,hematologic cancer,DOID:2531,-666.0,1
235,236,DKK1,ENSP00000363081,22943,hematologic cancer,DOID:2531,-666.0,1
236,237,RYR2,ENSP00000355533,6262,hematologic cancer,DOID:2531,-666.0,1
237,238,CDC42BPB,ENSP00000372449,9578,hematologic cancer,DOID:2531,-666.0,1
238,239,POLR1D,ENSP00000302478,51082,hematologic cancer,DOID:2531,-666.0,1
239,240,CNTF,ENSP00000355370,1270,hematologic cancer,DOID:2531,-666.0,1
240,241,OR10W1,ENSP00000378516,81341,hematologic cancer,DOID:2531,-666.0,1
241,242,TIGD4,ENSP00000355162,201798,hematologic cancer,DOID:2531,-666.0,1
242,243,VSTM2A,ENSP00000384967,222008,hematologic cancer,DOID:2531,-666.0,1
243,244,IRF4,ENSP00000370343,3662,hematologic cancer,DOID:2531,-666.0,1
244,245,DGKB,ENSP00000382260,1607,hematologic cancer,DOID:2531,-666.0,1
245,246,PRKD2,ENSP00000291281,25865,hematologic cancer,DOID:2531,-666.0,1
246,247,PDE4B,ENSP00000332116,5142,hematologic cancer,DOID:2531,-666.0,1
247,248,SLCO3A1,ENSP00000320634,28232,hematologic cancer,DOID:2531,-666.0,1
248,249,DTNB,ENSP00000384084,1838,hematologic cancer,DOID:2531,-666.0,1
249,250,ULK4,ENSP00000301831,54986,hematologic cancer,DOID:2531,-666.0,1
250,251,MTAP,ENSP00000369519,4507,hematologic cancer,DOID:2531,-666.0,1
251,252,NLRC5,ENSP00000262510,84166,hematologic cancer,DOID:2531,-666.0,1
252,253,RIT2,ENSP00000321805,6014,immune system cancer,DOID:0060083,-666.0,1
253,254,DISC1,ENSP00000355596,27185,immune system cancer,DOID:0060083,-666.0,1
254,255,ZNF221,ENSP00000262894,7638,immune system cancer,DOID:0060083,-666.0,1
255,256,MAGI2,ENSP00000346151,9863,immune system cancer,DOID:0060083,-666.0,1
256,257,PARD3,ENSP00000363921,56288,immune system cancer,DOID:0060083,-666.0,1
257,258,DNAH11,ENSP00000387188,8701,immune system cancer,DOID:0060083,-666.0,1
258,259,IKZF1,ENSP00000331614,10320,immune system cancer,DOID:0060083,-666.0,1
259,260,SP140,ENSP00000375899,11262,immune system cancer,DOID:0060083,-666.0,1
260,261,MAML2,ENSP00000412394,84441,immune system cancer,DOID:0060083,-666.0,1
261,262,JAK2,ENSP00000371067,3717,immune system cancer,DOID:0060083,-666.0,1
262,263,WSB1,ENSP00000262394,26118,immune system cancer,DOID:0060083,-666.0,1
263,264,PPARGC1A,ENSP00000264867,10891,immune system cancer,DOID:0060083,-666.0,1
264,265,ELMO1,ENSP00000312185,9844,immune system cancer,DOID:0060083,-666.0,1
265,266,SPATS2L,ENSP00000351503,26010,immune system cancer,DOID:0060083,-666.0,1
266,267,WDR11,ENSP00000263461,55717,immune system cancer,DOID:0060083,-666.0,1
267,268,IL13,ENSP00000304915,3596,immune system cancer,DOID:0060083,-666.0,1
268,269,PAPOLG,ENSP00000238714,64895,immune system cancer,DOID:0060083,-666.0,1
269,270,PTPRJ,ENSP00000400010,5795,immune system cancer,DOID:0060083,-666.0,1
270,271,RPLP1,ENSP00000346037,6176,immune system cancer,DOID:0060083,-666.0,1
271,272,CCDC170,ENSP00000239374,80129,immune system cancer,DOID:0060083,-666.0,1
272,273,ARID5B,ENSP00000279873,84159,immune system cancer,DOID:0060083,-666.0,1
273,274,KCNMB2,ENSP00000351068,10242,immune system cancer,DOID:0060083,-666.0,1
274,275,CAST,ENSP00000379158,831,immune system cancer,DOID:0060083,-666.0,1
275,276,ERAP1,ENSP00000296754,51752,immune system cancer,DOID:0060083,-666.0,1
276,277,BACH2,ENSP00000257749,60468,immune system cancer,DOID:0060083,-666.0,1
277,278,HLA-DRB1,ENSP00000382599,3123,immune system cancer,DOID:0060083,-666.0,1
278,279,PRRT1,ENSP00000211413,80863,immune system cancer,DOID:0060083,-666.0,1
279,280,HLA-DQA1,ENSP00000409127,3117,immune system cancer,DOID:0060083,-666.0,1
280,281,HLA-DQA2,ENSP00000391434,3118,immune system cancer,DOID:0060083,-666.0,1
281,282,C6ORF15,ENSP00000399436,29113,immune system cancer,DOID:0060083,-666.0,1
282,283,MICB,ENSP00000407561,4277,immune system cancer,DOID:0060083,-666.0,1
283,284,TP63,ENSP00000264731,8626,immune system cancer,DOID:0060083,-666.0,1
284,285,ACOXL,ENSP00000407761,55289,immune system cancer,DOID:0060083,-666.0,1
285,286,BAK1,ENSP00000363591,578,immune system cancer,DOID:0060083,-666.0,1
286,287,FARP2,ENSP00000264042,9855,immune system cancer,DOID:0060083,-666.0,1
287,288,BRMS1L,ENSP00000216807,84312,immune system cancer,DOID:0060083,-666.0,1
288,289,C12ORF5,ENSP00000179259,57103,immune system cancer,DOID:0060083,-666.0,1
289,290,CDKN2A,ENSP00000355153,1029,immune system cancer,DOID:0060083,-666.0,1
290,291,CEBPE,ENSP00000206513,1053,immune system cancer,DOID:0060083,-666.0,1
291,292,CENPF,ENSP00000355922,1063,immune system cancer,DOID:0060083,-666.0,1
292,293,CFHR2,ENSP00000356385,3080,immune system cancer,DOID:0060083,-666.0,1
293,294,CPEB1,ENSP00000414187,64506,immune system cancer,DOID:0060083,-666.0,1
294,295,CYLC2,ENSP00000340826,1539,immune system cancer,DOID:0060083,-666.0,1
295,296,FKRP,ENSP00000326570,79147,immune system cancer,DOID:0060083,-666.0,1
296,297,GCSAML,ENSP00000355444,148823,immune system cancer,DOID:0060083,-666.0,1
297,298,INTS10,ENSP00000381064,55174,immune system cancer,DOID:0060083,-666.0,1
298,299,IRF8,ENSP00000268638,3394,immune system cancer,DOID:0060083,-666.0,1
299,300,MAP1LC3B2,ENSP00000305059,643246,immune system cancer,DOID:0060083,-666.0,1
300,301,METTL4,ENSP00000320349,64863,immune system cancer,DOID:0060083,-666.0,1
301,302,MMADHC,ENSP00000301920,27249,immune system cancer,DOID:0060083,-666.0,1
302,303,MYRIP,ENSP00000301972,25924,immune system cancer,DOID:0060083,-666.0,1
303,304,NPFFR1,ENSP00000277942,64106,immune system cancer,DOID:0060083,-666.0,1
304,305,OR5R1,ENSP00000308595,219479,immune system cancer,DOID:0060083,-666.0,1
305,306,PPP2R5E,ENSP00000337641,5529,immune system cancer,DOID:0060083,-666.0,1
306,307,PPP4R4,ENSP00000305924,57718,immune system cancer,DOID:0060083,-666.0,1
307,308,PYGL,ENSP00000216392,5836,immune system cancer,DOID:0060083,-666.0,1
308,309,SKA1,ENSP00000285116,220134,immune system cancer,DOID:0060083,-666.0,1
309,310,TBXAS1,ENSP00000263552,6916,immune system cancer,DOID:0060083,-666.0,1
310,311,ST6GALNAC3,ENSP00000329214,256435,immune system cancer,DOID:0060083,-666.0,1
311,312,KCNE4,ENSP00000281830,23704,immune system cancer,DOID:0060083,-666.0,1
312,313,GATA3,ENSP00000368632,2625,immune system cancer,DOID:0060083,-666.0,1
313,314,IL15,ENSP00000296545,3600,immune system cancer,DOID:0060083,-666.0,1
